Customer ID,cluster,cluster_label
12347.0,0,Potential
12348.0,3,Potential
12350.0,3,Potential
12352.0,3,Potential
12355.0,3,Potential
12356.0,3,Potential
12357.0,3,Potential
12358.0,0,Potential
12359.0,0,Potential
12362.0,0,Potential
12363.0,3,Potential
12364.0,3,Potential
12367.0,3,Potential
12370.0,3,Potential
12371.0,3,Potential
12372.0,3,Potential
12373.0,3,Potential
12375.0,0,Potential
12378.0,3,Potential
12379.0,3,Potential
12380.0,3,Potential
12381.0,0,Potential
12383.0,0,Potential
12384.0,3,Potential
12386.0,0,Potential
12388.0,3,Potential
12393.0,3,Potential
12394.0,3,Potential
12395.0,0,Potential
12397.0,3,Potential
12399.0,3,Potential
12401.0,3,Potential
12406.0,3,Potential
12407.0,3,Potential
12408.0,3,Potential
12409.0,2,Champions
12410.0,0,Potential
12413.0,0,Potential
12414.0,3,Potential
12415.0,2,Champions
12417.0,0,Potential
12420.0,3,Potential
12422.0,3,Potential
12423.0,0,Potential
12427.0,0,Potential
12428.0,0,Potential
12429.0,3,Potential
12431.0,0,Potential
12433.0,0,Potential
12434.0,3,Potential
12436.0,3,Potential
12437.0,0,Potential
12441.0,3,Potential
12442.0,3,Potential
12444.0,3,Potential
12447.0,3,Potential
12449.0,0,Potential
12450.0,3,Potential
12451.0,3,Potential
12455.0,3,Potential
12457.0,0,Potential
12461.0,3,Potential
12462.0,3,Potential
12463.0,3,Potential
12464.0,3,Potential
12465.0,3,Potential
12468.0,3,Potential
12471.0,0,Potential
12472.0,0,Potential
12473.0,0,Potential
12474.0,0,Potential
12476.0,3,Potential
12477.0,0,Potential
12478.0,3,Potential
12479.0,3,Potential
12480.0,0,Potential
12481.0,0,Potential
12483.0,0,Potential
12484.0,3,Potential
12489.0,3,Potential
12490.0,0,Potential
12491.0,3,Potential
12492.0,3,Potential
12494.0,0,Potential
12500.0,3,Potential
12501.0,3,Potential
12502.0,3,Potential
12503.0,3,Potential
12504.0,3,Potential
12505.0,3,Potential
12507.0,3,Potential
12508.0,3,Potential
12512.0,3,Potential
12516.0,3,Potential
12517.0,0,Potential
12518.0,3,Potential
12519.0,3,Potential
12520.0,3,Potential
12523.0,0,Potential
12524.0,0,Potential
12526.0,3,Potential
12528.0,3,Potential
12530.0,3,Potential
12532.0,3,Potential
12534.0,3,Potential
12535.0,3,Potential
12536.0,0,Potential
12538.0,3,Potential
12539.0,3,Potential
12540.0,0,Potential
12541.0,0,Potential
12544.0,0,Potential
12546.0,3,Potential
12547.0,3,Potential
12552.0,3,Potential
12553.0,0,Potential
12556.0,3,Potential
12557.0,0,Potential
12558.0,0,Potential
12559.0,3,Potential
12560.0,3,Potential
12561.0,3,Potential
12562.0,3,Potential
12565.0,3,Potential
12567.0,0,Potential
12569.0,0,Potential
12571.0,3,Potential
12572.0,3,Potential
12576.0,3,Potential
12577.0,3,Potential
12578.0,3,Potential
12580.0,3,Potential
12583.0,0,Potential
12584.0,3,Potential
12585.0,3,Potential
12586.0,3,Potential
12587.0,3,Potential
12589.0,3,Potential
12590.0,2,Champions
12592.0,3,Potential
12593.0,3,Potential
12594.0,0,Potential
12596.0,3,Potential
12597.0,3,Potential
12598.0,0,Potential
12599.0,3,Potential
12600.0,0,Potential
12601.0,0,Potential
12602.0,3,Potential
12605.0,3,Potential
12607.0,3,Potential
12609.0,3,Potential
12610.0,0,Potential
12613.0,3,Potential
12614.0,3,Potential
12615.0,3,Potential
12616.0,3,Potential
12617.0,3,Potential
12619.0,3,Potential
12621.0,0,Potential
12623.0,3,Potential
12625.0,0,Potential
12626.0,0,Potential
12627.0,3,Potential
12628.0,3,Potential
12633.0,0,Potential
12635.0,3,Potential
12637.0,0,Potential
12638.0,3,Potential
12643.0,0,Potential
12644.0,3,Potential
12645.0,3,Potential
12646.0,3,Potential
12647.0,0,Potential
12648.0,3,Potential
12649.0,0,Potential
12650.0,3,Potential
12651.0,3,Potential
12652.0,3,Potential
12654.0,3,Potential
12656.0,3,Potential
12659.0,3,Potential
12662.0,0,Potential
12664.0,0,Potential
12665.0,3,Potential
12667.0,3,Potential
12668.0,3,Potential
12669.0,0,Potential
12670.0,0,Potential
12673.0,3,Potential
12674.0,0,Potential
12676.0,0,Potential
12678.0,3,Potential
12679.0,0,Potential
12680.0,3,Potential
12681.0,0,Potential
12682.0,0,Potential
12683.0,0,Potential
12684.0,0,Potential
12685.0,3,Potential
12686.0,3,Potential
12689.0,3,Potential
12691.0,3,Potential
12693.0,0,Potential
12694.0,3,Potential
12695.0,3,Potential
12697.0,3,Potential
12700.0,0,Potential
12701.0,3,Potential
12703.0,3,Potential
12704.0,3,Potential
12705.0,3,Potential
12708.0,0,Potential
12709.0,0,Potential
12710.0,3,Potential
12712.0,0,Potential
12713.0,3,Potential
12716.0,3,Potential
12717.0,3,Potential
12719.0,0,Potential
12720.0,0,Potential
12721.0,0,Potential
12722.0,3,Potential
12723.0,3,Potential
12724.0,0,Potential
12725.0,3,Potential
12726.0,3,Potential
12727.0,3,Potential
12728.0,3,Potential
12731.0,0,Potential
12735.0,3,Potential
12736.0,3,Potential
12738.0,3,Potential
12739.0,3,Potential
12740.0,3,Potential
12744.0,3,Potential
12747.0,0,Potential
12748.0,2,Champions
12749.0,0,Potential
12750.0,3,Potential
12753.0,0,Potential
12754.0,3,Potential
12755.0,0,Potential
12757.0,0,Potential
12758.0,3,Potential
12759.0,3,Potential
12762.0,3,Potential
12763.0,3,Potential
12766.0,0,Potential
12772.0,3,Potential
12775.0,3,Potential
12778.0,3,Potential
12779.0,0,Potential
12781.0,0,Potential
12782.0,3,Potential
12783.0,3,Potential
12785.0,0,Potential
12787.0,3,Potential
12789.0,3,Potential
12791.0,3,Potential
12793.0,0,Potential
12794.0,3,Potential
12797.0,3,Potential
12802.0,3,Potential
12808.0,0,Potential
12816.0,3,Potential
12817.0,3,Potential
12820.0,3,Potential
12821.0,3,Potential
12823.0,3,Potential
12824.0,3,Potential
12826.0,0,Potential
12827.0,3,Potential
12828.0,3,Potential
12829.0,3,Potential
12830.0,0,Potential
12832.0,0,Potential
12834.0,3,Potential
12836.0,0,Potential
12838.0,0,Potential
12839.0,0,Potential
12840.0,3,Potential
12841.0,0,Potential
12842.0,3,Potential
12843.0,3,Potential
12844.0,0,Potential
12849.0,3,Potential
12851.0,3,Potential
12853.0,3,Potential
12854.0,3,Potential
12855.0,3,Potential
12856.0,0,Potential
12857.0,3,Potential
12865.0,3,Potential
12866.0,3,Potential
12867.0,3,Potential
12868.0,0,Potential
12870.0,3,Potential
12872.0,3,Potential
12873.0,3,Potential
12875.0,3,Potential
12877.0,3,Potential
12879.0,3,Potential
12881.0,3,Potential
12882.0,3,Potential
12883.0,3,Potential
12884.0,3,Potential
12885.0,3,Potential
12886.0,0,Potential
12888.0,0,Potential
12891.0,3,Potential
12893.0,3,Potential
12897.0,3,Potential
12901.0,0,Potential
12908.0,3,Potential
12909.0,3,Potential
12910.0,0,Potential
12912.0,0,Potential
12913.0,0,Potential
12915.0,3,Potential
12917.0,3,Potential
12919.0,0,Potential
12921.0,0,Potential
12922.0,3,Potential
12923.0,3,Potential
12924.0,3,Potential
12925.0,3,Potential
12928.0,0,Potential
12929.0,0,Potential
12931.0,2,Champions
12933.0,3,Potential
12935.0,3,Potential
12939.0,0,Potential
12942.0,3,Potential
12943.0,3,Potential
12944.0,3,Potential
12947.0,0,Potential
12948.0,3,Potential
12949.0,0,Potential
12950.0,0,Potential
12951.0,3,Potential
12952.0,0,Potential
12955.0,0,Potential
12956.0,3,Potential
12957.0,3,Potential
12962.0,3,Potential
12963.0,3,Potential
12965.0,3,Potential
12967.0,0,Potential
12970.0,3,Potential
12971.0,0,Potential
12976.0,3,Potential
12977.0,3,Potential
12980.0,0,Potential
12981.0,3,Potential
12982.0,3,Potential
12985.0,3,Potential
12987.0,3,Potential
12989.0,0,Potential
12990.0,3,Potential
12993.0,3,Potential
12994.0,0,Potential
12997.0,3,Potential
12999.0,3,Potential
13000.0,3,Potential
13001.0,3,Potential
13003.0,3,Potential
13004.0,0,Potential
13005.0,3,Potential
13011.0,3,Potential
13012.0,0,Potential
13013.0,0,Potential
13014.0,3,Potential
13015.0,3,Potential
13016.0,3,Potential
13017.0,3,Potential
13018.0,0,Potential
13021.0,0,Potential
13023.0,3,Potential
13026.0,3,Potential
13027.0,3,Potential
13028.0,3,Potential
13029.0,3,Potential
13030.0,3,Potential
13032.0,3,Potential
13034.0,3,Potential
13037.0,3,Potential
13038.0,3,Potential
13040.0,0,Potential
13043.0,3,Potential
13045.0,3,Potential
13046.0,3,Potential
13047.0,0,Potential
13049.0,3,Potential
13050.0,0,Potential
13052.0,3,Potential
13055.0,3,Potential
13058.0,3,Potential
13059.0,3,Potential
13062.0,3,Potential
13064.0,3,Potential
13065.0,3,Potential
13066.0,3,Potential
13069.0,0,Potential
13075.0,3,Potential
13077.0,0,Potential
13078.0,0,Potential
13079.0,3,Potential
13081.0,2,Champions
13082.0,3,Potential
13083.0,3,Potential
13085.0,3,Potential
13089.0,2,Champions
13090.0,0,Potential
13091.0,3,Potential
13092.0,0,Potential
13093.0,0,Potential
13094.0,0,Potential
13097.0,3,Potential
13098.0,2,Champions
13099.0,3,Potential
13102.0,0,Potential
13104.0,3,Potential
13106.0,3,Potential
13107.0,3,Potential
13108.0,3,Potential
13109.0,3,Potential
13110.0,0,Potential
13113.0,0,Potential
13115.0,0,Potential
13117.0,0,Potential
13122.0,3,Potential
13124.0,0,Potential
13126.0,0,Potential
13130.0,3,Potential
13131.0,3,Potential
13133.0,3,Potential
13134.0,3,Potential
13136.0,0,Potential
13137.0,0,Potential
13138.0,3,Potential
13139.0,3,Potential
13140.0,3,Potential
13141.0,0,Potential
13144.0,3,Potential
13145.0,0,Potential
13147.0,0,Potential
13148.0,0,Potential
13153.0,3,Potential
13155.0,0,Potential
13157.0,3,Potential
13158.0,0,Potential
13159.0,3,Potential
13162.0,3,Potential
13166.0,3,Potential
13167.0,3,Potential
13168.0,3,Potential
13169.0,0,Potential
13171.0,3,Potential
13173.0,0,Potential
13174.0,3,Potential
13177.0,3,Potential
13178.0,3,Potential
13183.0,0,Potential
13184.0,0,Potential
13186.0,0,Potential
13187.0,3,Potential
13192.0,3,Potential
13193.0,3,Potential
13198.0,0,Potential
13199.0,0,Potential
13200.0,3,Potential
13203.0,3,Potential
13207.0,3,Potential
13208.0,0,Potential
13209.0,3,Potential
13210.0,3,Potential
13211.0,3,Potential
13212.0,3,Potential
13213.0,0,Potential
13217.0,3,Potential
13218.0,3,Potential
13220.0,3,Potential
13224.0,3,Potential
13225.0,0,Potential
13226.0,3,Potential
13230.0,0,Potential
13232.0,0,Potential
13233.0,3,Potential
13235.0,3,Potential
13236.0,3,Potential
13240.0,0,Potential
13242.0,3,Potential
13244.0,3,Potential
13248.0,3,Potential
13249.0,3,Potential
13253.0,3,Potential
13255.0,0,Potential
13259.0,3,Potential
13260.0,3,Potential
13263.0,0,Potential
13265.0,3,Potential
13266.0,0,Potential
13267.0,0,Potential
13268.0,0,Potential
13269.0,0,Potential
13270.0,3,Potential
13271.0,3,Potential
13272.0,3,Potential
13276.0,0,Potential
13279.0,3,Potential
13280.0,3,Potential
13282.0,0,Potential
13283.0,3,Potential
13285.0,3,Potential
13291.0,3,Potential
13292.0,3,Potential
13294.0,3,Potential
13295.0,3,Potential
13297.0,3,Potential
13298.0,3,Potential
13301.0,3,Potential
13302.0,3,Potential
13305.0,0,Potential
13307.0,3,Potential
13308.0,3,Potential
13309.0,0,Potential
13310.0,0,Potential
13311.0,0,Potential
13313.0,3,Potential
13314.0,3,Potential
13316.0,3,Potential
13317.0,3,Potential
13318.0,3,Potential
13319.0,0,Potential
13320.0,3,Potential
13323.0,3,Potential
13324.0,0,Potential
13327.0,0,Potential
13329.0,0,Potential
13330.0,3,Potential
13334.0,0,Potential
13338.0,3,Potential
13340.0,3,Potential
13344.0,3,Potential
13345.0,3,Potential
13348.0,3,Potential
13351.0,3,Potential
13352.0,0,Potential
13355.0,3,Potential
13359.0,3,Potential
13362.0,3,Potential
13364.0,3,Potential
13365.0,3,Potential
13368.0,3,Potential
13369.0,3,Potential
13370.0,0,Potential
13372.0,3,Potential
13373.0,0,Potential
13375.0,3,Potential
13376.0,3,Potential
13379.0,3,Potential
13381.0,3,Potential
13382.0,3,Potential
13384.0,0,Potential
13388.0,3,Potential
13394.0,0,Potential
13395.0,3,Potential
13396.0,3,Potential
13397.0,0,Potential
13402.0,0,Potential
13404.0,3,Potential
13408.0,0,Potential
13410.0,3,Potential
13414.0,3,Potential
13417.0,3,Potential
13418.0,0,Potential
13419.0,3,Potential
13420.0,3,Potential
13422.0,3,Potential
13426.0,3,Potential
13427.0,3,Potential
13429.0,3,Potential
13431.0,0,Potential
13434.0,3,Potential
13435.0,3,Potential
13436.0,3,Potential
13437.0,0,Potential
13441.0,3,Potential
13447.0,3,Potential
13448.0,0,Potential
13450.0,0,Potential
13451.0,0,Potential
13455.0,3,Potential
13456.0,3,Potential
13458.0,0,Potential
13460.0,3,Potential
13461.0,3,Potential
13462.0,0,Potential
13464.0,3,Potential
13466.0,3,Potential
13467.0,3,Potential
13468.0,0,Potential
13470.0,3,Potential
13471.0,3,Potential
13473.0,3,Potential
13475.0,0,Potential
13476.0,0,Potential
13477.0,0,Potential
13481.0,0,Potential
13483.0,3,Potential
13484.0,3,Potential
13486.0,3,Potential
13487.0,3,Potential
13488.0,0,Potential
13489.0,3,Potential
13491.0,0,Potential
13492.0,0,Potential
13493.0,3,Potential
13494.0,3,Potential
13495.0,0,Potential
13497.0,0,Potential
13499.0,3,Potential
13500.0,0,Potential
13501.0,3,Potential
13502.0,3,Potential
13504.0,3,Potential
13505.0,3,Potential
13506.0,3,Potential
13507.0,3,Potential
13508.0,3,Potential
13509.0,0,Potential
13510.0,3,Potential
13513.0,3,Potential
13515.0,3,Potential
13517.0,3,Potential
13520.0,0,Potential
13521.0,3,Potential
13522.0,3,Potential
13523.0,0,Potential
13524.0,3,Potential
13525.0,3,Potential
13527.0,3,Potential
13531.0,3,Potential
13532.0,3,Potential
13533.0,3,Potential
13534.0,0,Potential
13536.0,3,Potential
13538.0,3,Potential
13539.0,3,Potential
13548.0,0,Potential
13549.0,3,Potential
13552.0,3,Potential
13557.0,0,Potential
13558.0,0,Potential
13560.0,3,Potential
13561.0,3,Potential
13562.0,3,Potential
13564.0,3,Potential
13565.0,3,Potential
13569.0,3,Potential
13570.0,3,Potential
13571.0,3,Potential
13575.0,3,Potential
13576.0,0,Potential
13577.0,3,Potential
13579.0,3,Potential
13581.0,3,Potential
13583.0,3,Potential
13584.0,3,Potential
13587.0,3,Potential
13588.0,0,Potential
13590.0,3,Potential
13591.0,3,Potential
13592.0,0,Potential
13593.0,3,Potential
13596.0,3,Potential
13599.0,0,Potential
13601.0,3,Potential
13602.0,3,Potential
13606.0,0,Potential
13610.0,3,Potential
13611.0,3,Potential
13614.0,3,Potential
13617.0,3,Potential
13623.0,3,Potential
13626.0,3,Potential
13627.0,3,Potential
13629.0,0,Potential
13630.0,3,Potential
13631.0,3,Potential
13632.0,3,Potential
13634.0,0,Potential
13635.0,3,Potential
13636.0,0,Potential
13637.0,3,Potential
13642.0,3,Potential
13643.0,3,Potential
13644.0,3,Potential
13645.0,3,Potential
13647.0,3,Potential
13649.0,3,Potential
13650.0,0,Potential
13651.0,3,Potential
13652.0,3,Potential
13654.0,3,Potential
13655.0,3,Potential
13656.0,3,Potential
13662.0,0,Potential
13666.0,3,Potential
13668.0,0,Potential
13672.0,3,Potential
13673.0,3,Potential
13675.0,3,Potential
13678.0,3,Potential
13680.0,3,Potential
13681.0,0,Potential
13682.0,3,Potential
13685.0,3,Potential
13686.0,3,Potential
13689.0,3,Potential
13690.0,3,Potential
13692.0,0,Potential
13694.0,2,Champions
13695.0,0,Potential
13697.0,3,Potential
13699.0,3,Potential
13700.0,3,Potential
13704.0,0,Potential
13705.0,0,Potential
13706.0,3,Potential
13709.0,0,Potential
13710.0,3,Potential
13711.0,3,Potential
13712.0,3,Potential
13715.0,0,Potential
13717.0,3,Potential
13718.0,3,Potential
13719.0,3,Potential
13721.0,3,Potential
13722.0,0,Potential
13723.0,3,Potential
13725.0,0,Potential
13726.0,3,Potential
13727.0,0,Potential
13728.0,3,Potential
13730.0,3,Potential
13731.0,3,Potential
13732.0,3,Potential
13736.0,3,Potential
13741.0,3,Potential
13742.0,3,Potential
13743.0,3,Potential
13744.0,3,Potential
13745.0,3,Potential
13747.0,3,Potential
13748.0,0,Potential
13750.0,3,Potential
13752.0,3,Potential
13754.0,3,Potential
13755.0,3,Potential
13756.0,0,Potential
13758.0,0,Potential
13759.0,3,Potential
13762.0,3,Potential
13763.0,3,Potential
13764.0,3,Potential
13767.0,0,Potential
13769.0,0,Potential
13771.0,3,Potential
13772.0,3,Potential
13777.0,0,Potential
13780.0,3,Potential
13781.0,3,Potential
13782.0,0,Potential
13784.0,0,Potential
13786.0,3,Potential
13787.0,3,Potential
13790.0,3,Potential
13791.0,3,Potential
13792.0,3,Potential
13798.0,2,Champions
13800.0,3,Potential
13801.0,3,Potential
13802.0,3,Potential
13804.0,3,Potential
13805.0,3,Potential
13806.0,3,Potential
13807.0,3,Potential
13808.0,3,Potential
13809.0,3,Potential
13810.0,3,Potential
13811.0,3,Potential
13812.0,3,Potential
13813.0,0,Potential
13814.0,3,Potential
13816.0,3,Potential
13817.0,3,Potential
13819.0,0,Potential
13822.0,3,Potential
13823.0,3,Potential
13824.0,0,Potential
13826.0,3,Potential
13831.0,0,Potential
13833.0,3,Potential
13835.0,3,Potential
13837.0,3,Potential
13838.0,0,Potential
13841.0,3,Potential
13842.0,0,Potential
13845.0,3,Potential
13846.0,3,Potential
13848.0,0,Potential
13850.0,0,Potential
13851.0,3,Potential
13853.0,3,Potential
13854.0,0,Potential
13856.0,3,Potential
13860.0,3,Potential
13862.0,3,Potential
13863.0,3,Potential
13865.0,0,Potential
13867.0,3,Potential
13868.0,3,Potential
13869.0,3,Potential
13870.0,0,Potential
13871.0,0,Potential
13873.0,0,Potential
13875.0,3,Potential
13876.0,3,Potential
13880.0,0,Potential
13881.0,0,Potential
13882.0,0,Potential
13883.0,3,Potential
13884.0,0,Potential
13885.0,3,Potential
13888.0,0,Potential
13889.0,3,Potential
13890.0,3,Potential
13892.0,3,Potential
13894.0,0,Potential
13895.0,0,Potential
13899.0,3,Potential
13900.0,3,Potential
13901.0,3,Potential
13904.0,3,Potential
13908.0,3,Potential
13911.0,3,Potential
13914.0,3,Potential
13917.0,3,Potential
13919.0,3,Potential
13924.0,3,Potential
13925.0,3,Potential
13928.0,3,Potential
13931.0,3,Potential
13938.0,3,Potential
13939.0,3,Potential
13940.0,3,Potential
13941.0,0,Potential
13947.0,3,Potential
13949.0,3,Potential
13950.0,3,Potential
13952.0,0,Potential
13953.0,0,Potential
13954.0,3,Potential
13955.0,3,Potential
13956.0,0,Potential
13958.0,3,Potential
13959.0,3,Potential
13962.0,3,Potential
13963.0,0,Potential
13969.0,0,Potential
13971.0,0,Potential
13975.0,0,Potential
13980.0,3,Potential
13982.0,3,Potential
13983.0,0,Potential
13984.0,0,Potential
13985.0,0,Potential
13988.0,3,Potential
13989.0,3,Potential
13990.0,3,Potential
13992.0,3,Potential
13993.0,3,Potential
13994.0,3,Potential
13995.0,3,Potential
13999.0,3,Potential
14000.0,3,Potential
14001.0,3,Potential
14002.0,3,Potential
14004.0,3,Potential
14005.0,3,Potential
14006.0,3,Potential
14012.0,3,Potential
14013.0,3,Potential
14016.0,0,Potential
14019.0,3,Potential
14020.0,3,Potential
14021.0,0,Potential
14023.0,3,Potential
14024.0,3,Potential
14027.0,3,Potential
14029.0,3,Potential
14030.0,0,Potential
14031.0,0,Potential
14032.0,0,Potential
14034.0,3,Potential
14035.0,3,Potential
14037.0,3,Potential
14039.0,3,Potential
14040.0,3,Potential
14044.0,3,Potential
14045.0,0,Potential
14047.0,0,Potential
14048.0,3,Potential
14049.0,3,Potential
14050.0,3,Potential
14051.0,0,Potential
14053.0,3,Potential
14054.0,3,Potential
14056.0,0,Potential
14057.0,0,Potential
14060.0,0,Potential
14062.0,0,Potential
14064.0,3,Potential
14067.0,3,Potential
14071.0,3,Potential
14073.0,3,Potential
14075.0,3,Potential
14076.0,3,Potential
14077.0,3,Potential
14078.0,0,Potential
14079.0,3,Potential
14080.0,3,Potential
14081.0,0,Potential
14082.0,3,Potential
14083.0,0,Potential
14085.0,0,Potential
14087.0,3,Potential
14088.0,0,Potential
14092.0,0,Potential
14096.0,2,Champions
14098.0,3,Potential
14099.0,3,Potential
14102.0,3,Potential
14104.0,3,Potential
14107.0,0,Potential
14108.0,3,Potential
14110.0,0,Potential
14111.0,0,Potential
14112.0,0,Potential
14113.0,0,Potential
14114.0,3,Potential
14116.0,3,Potential
14121.0,0,Potential
14125.0,3,Potential
14126.0,3,Potential
14127.0,0,Potential
14128.0,3,Potential
14129.0,3,Potential
14132.0,0,Potential
14133.0,0,Potential
14135.0,0,Potential
14138.0,3,Potential
14140.0,3,Potential
14141.0,3,Potential
14142.0,3,Potential
14145.0,3,Potential
14146.0,3,Potential
14149.0,0,Potential
14150.0,3,Potential
14156.0,2,Champions
14159.0,3,Potential
14161.0,0,Potential
14163.0,3,Potential
14165.0,3,Potential
14167.0,3,Potential
14171.0,3,Potential
14173.0,3,Potential
14174.0,3,Potential
14175.0,3,Potential
14176.0,3,Potential
14177.0,3,Potential
14178.0,0,Potential
14180.0,0,Potential
14184.0,3,Potential
14185.0,3,Potential
14188.0,0,Potential
14189.0,0,Potential
14191.0,0,Potential
14193.0,3,Potential
14194.0,0,Potential
14195.0,3,Potential
14198.0,3,Potential
14199.0,3,Potential
14201.0,3,Potential
14204.0,3,Potential
14205.0,3,Potential
14208.0,3,Potential
14209.0,3,Potential
14210.0,0,Potential
14211.0,3,Potential
14212.0,3,Potential
14213.0,3,Potential
14214.0,3,Potential
14215.0,0,Potential
14216.0,3,Potential
14217.0,0,Potential
14219.0,3,Potential
14220.0,3,Potential
14221.0,3,Potential
14223.0,3,Potential
14224.0,3,Potential
14226.0,3,Potential
14227.0,3,Potential
14229.0,3,Potential
14231.0,0,Potential
14232.0,3,Potential
14233.0,0,Potential
14234.0,3,Potential
14235.0,3,Potential
14236.0,3,Potential
14237.0,3,Potential
14239.0,3,Potential
14240.0,3,Potential
14241.0,3,Potential
14243.0,0,Potential
14245.0,3,Potential
14246.0,3,Potential
14247.0,3,Potential
14250.0,0,Potential
14251.0,3,Potential
14256.0,3,Potential
14257.0,3,Potential
14258.0,0,Potential
14262.0,0,Potential
14264.0,0,Potential
14267.0,3,Potential
14270.0,3,Potential
14273.0,0,Potential
